Pid,Pair,Sem_Sim,Aud_Sim
1288,"heavy noise,heavy storm",2.53,2.40
1289,"heavy noise,heavy thunder",3.80,3.33
1290,"heavy noise,heavy voice",3.00,2.73
1291,"heavy punch,heavy breathe",1.27,1.29
1292,"heavy punch,heavy door",1.20,1.43
1293,"heavy punch,heavy growl",1.40,1.14
1294,"heavy punch,heavy gun",1.67,1.36
1295,"heavy punch,heavy robot",1.07,1.29
1296,"heavy punch,heavy thunder",1.33,1.36
1297,"heavy rain,heavy breathe",1.27,1.07
1298,"heavy rain,heavy door",1.07,1.07
1299,"heavy rain,heavy footstep",1.73,1.53
1300,"heavy rain,heavy growl",1.27,1.20
1301,"heavy rain,heavy gun",1.13,1.07
1302,"heavy rain,heavy machine",1.20,1.33
1303,"heavy rain,heavy noise",2.00,2.27
1304,"heavy rain,heavy punch",1.27,1.33
1305,"heavy rain,heavy rain",5.00,5.00
1306,"heavy rain,heavy robot",1.00,1.20
1307,"heavy rain,heavy storm",4.60,4.53
1308,"heavy rain,heavy thunder",3.13,2.87
1309,"heavy rain,heavy voice",1.40,1.33
1310,"heavy robot,heavy breathe",1.13,1.14
1311,"heavy robot,heavy door",1.53,1.29
1312,"heavy robot,heavy growl",1.13,1.14
1313,"heavy robot,heavy gun",1.87,1.43
1314,"heavy robot,heavy robot",5.00,5.00
1315,"heavy robot,heavy thunder",1.13,1.33
1316,"heavy storm,heavy breathe",1.33,1.20
1317,"heavy storm,heavy door",1.20,1.27
1318,"heavy storm,heavy growl",1.67,1.47
1319,"heavy storm,heavy gun",1.40,1.20
1320,"heavy storm,heavy machine",1.27,1.27
1321,"heavy storm,heavy punch",1.60,1.13
1322,"heavy storm,heavy robot",1.20,1.07
1323,"heavy storm,heavy storm",5.00,5.00
1324,"heavy storm,heavy thunder",4.47,4.00
1325,"heavy storm,heavy voice",1.53,1.20
1326,"heavy thud,heavy breath",1.53,1.47
1327,"heavy thud,heavy breathe",1.53,1.33
1328,"heavy thud,heavy door",1.80,2.13
1329,"heavy thud,heavy footstep",3.20,2.93
1330,"heavy thud,heavy growl",1.73,1.47
1331,"heavy thud,heavy gun",1.27,1.27
1332,"heavy thud,heavy machine",1.40,1.40
1333,"heavy thud,heavy noise",3.87,3.53
1334,"heavy thud,heavy punch",2.20,2.60
1335,"heavy thud,heavy rain",1.87,1.53
1336,"heavy thud,heavy robot",1.27,1.27
1337,"heavy thud,heavy storm",1.60,1.60
1338,"heavy thud,heavy thunder",2.07,1.87
1339,"heavy thud,heavy vocal",1.80,1.67
1340,"heavy thud,heavy voice",1.47,1.53
1341,"heavy vocal,heavy breath",2.73,2.67
1342,"heavy vocal,heavy breathe",2.47,2.57
1343,"heavy vocal,heavy door",1.13,1.21
1344,"heavy vocal,heavy footstep",1.60,1.60
1345,"heavy vocal,heavy growl",3.60,3.36
1346,"heavy vocal,heavy gun",1.13,1.21
1347,"heavy vocal,heavy machine",1.33,1.43
1348,"heavy vocal,heavy noise",3.07,3.00
1349,"heavy vocal,heavy punch",1.20,1.21
1350,"heavy vocal,heavy rain",1.13,1.20
1351,"heavy vocal,heavy robot",1.13,1.71
1352,"heavy vocal,heavy storm",1.73,1.50
1353,"heavy vocal,heavy thunder",1.87,1.64
1354,"heavy vocal,heavy voice",4.87,4.86
1355,"heavy voice,heavy breathe",2.73,2.00
1356,"heavy voice,heavy door",1.20,1.20
1357,"heavy voice,heavy growl",3.33,2.87
1358,"heavy voice,heavy gun",1.33,1.20
1359,"heavy voice,heavy machine",1.40,1.27
1360,"heavy voice,heavy punch",1.40,1.27
1361,"heavy voice,heavy robot",1.47,1.60
1362,"heavy voice,heavy thunder",1.73,1.67
1363,"heavy voice,heavy voice",5.00,5.00
1364,"high bass,high tune",2.67,2.27
1365,"high bell,high bird",1.33,1.40
1366,"high bell,high drone",1.73,1.86
1367,"high bell,high engine",1.27,1.36
1368,"high bell,high resonance",2.00,1.93
1369,"high bell,high squeak",1.73,1.67
1370,"high bell,high wind",1.13,1.36
1371,"high bird,high drone",2.00,2.14
1372,"high bird,high engine",1.27,1.21
1373,"high bird,high wind",1.33,1.71
1374,"high drone,high engine",2.13,2.21
1375,"high drone,high wind",1.33,1.50
1376,"high drum,high bass",2.36,2.20
1377,"high drum,high guitar",1.64,1.47
1378,"high drum,high piano",1.71,1.60
1379,"high drum,high pitch",1.86,1.53
1380,"high drum,high tune",2.14,1.73
1381,"high glitch,high bell",1.20,1.33
1382,"high glitch,high bird",1.13,1.33
1383,"high glitch,high drone",1.27,1.33
1384,"high glitch,high engine",1.07,1.40
1385,"high glitch,high resonance",1.53,1.33
1386,"high glitch,high squeak",1.40,1.87
1387,"high glitch,high wind",1.13,1.27
1388,"high guitar,high bass",3.20,3.20
1389,"high guitar,high tune",2.73,2.93
1390,"high notification,high bell",2.07,2.50
1391,"high notification,high bird",1.13,1.36
1392,"high notification,high drone",1.20,1.36
1393,"high notification,high engine",1.07,1.27
1394,"high notification,high glitch",1.40,1.36
1395,"high notification,high resonance",2.00,1.36
1396,"high notification,high singing",1.20,1.29
1397,"high notification,high squeak",1.60,1.36
1398,"high notification,high wind",1.07,1.33
1399,"high piano,high bass",1.64,1.67
1400,"high piano,high guitar",1.86,1.87
1401,"high piano,high pitch",2.43,2.40
1402,"high piano,high tune",2.50,2.93
1403,"high pitch,high guitar",1.71,2.13
1404,"high pitch,high tune",3.93,3.87
1405,"high resonance,high bird",1.13,1.21
1406,"high resonance,high drone",1.93,2.07
1407,"high resonance,high engine",1.47,1.43
1408,"high resonance,high squeak",2.67,1.86
1409,"high resonance,high wind",1.73,1.36
1410,"high scream,high bell",1.73,1.57
1411,"high scream,high bird",1.13,1.43
1412,"high scream,high drone",1.67,1.50
1413,"high scream,high engine",1.60,1.50
1414,"high scream,high glitch",1.20,1.50
1415,"high scream,high notification",2.20,1.57
1416,"high scream,high resonance",2.60,1.86
1417,"high scream,high singing",2.73,2.57
1418,"high scream,high squeak",2.87,2.21
1419,"high scream,high wind",1.47,1.43
1420,"high singing,high bell",2.00,1.73
1421,"high singing,high bird",1.80,2.00
1422,"high singing,high drone",1.40,1.47
1423,"high singing,high engine",1.27,1.27
1424,"high singing,high glitch",1.27,1.13
1425,"high singing,high resonance",2.40,2.07
1426,"high singing,high squeak",2.47,1.80
1427,"high singing,high wind",1.60,1.33
1428,"high squeak,high bird",1.67,1.86
1429,"high squeak,high drone",1.40,1.50
1430,"high squeak,high engine",1.40,1.71
1431,"high squeak,high wind",1.80,1.50
1432,"high wind,high engine",1.13,1.36
1433,"high-pitched alarm,high-pitched bell",3.33,3.47
1434,"high-pitched alarm,high-pitched door",1.47,1.60
1435,"high-pitched alarm,high-pitched noise",3.47,3.60
1436,"high-pitched alarm,high-pitched woman",1.73,1.73
1437,"high-pitched bell,high-pitched door",1.80,1.47
1438,"high-pitched bell,high-pitched woman",1.67,1.20
1439,"high-pitched car,high-pitched alarm",1.87,1.60
1440,"high-pitched car,high-pitched bell",1.53,1.47
1441,"high-pitched car,high-pitched cat",1.20,1.67
1442,"high-pitched car,high-pitched ding",1.40,1.13
1443,"high-pitched car,high-pitched door",1.40,1.27
1444,"high-pitched car,high-pitched laser",1.20,1.20
1445,"high-pitched car,high-pitched noise",2.13,2.33
1446,"high-pitched car,high-pitched phone",1.47,1.40
1447,"high-pitched car,high-pitched radio",1.73,1.40
1448,"high-pitched car,high-pitched roar",2.07,1.47
1449,"high-pitched car,high-pitched scream",1.27,1.27
1450,"high-pitched car,high-pitched train",3.40,3.20
1451,"high-pitched car,high-pitched woman",1.33,1.07
1452,"high-pitched cat,high-pitched alarm",1.33,1.40
1453,"high-pitched cat,high-pitched bell",1.60,1.47
1454,"high-pitched cat,high-pitched ding",1.13,1.13
1455,"high-pitched cat,high-pitched door",1.33,1.20
1456,"high-pitched cat,high-pitched laser",1.20,1.00
1457,"high-pitched cat,high-pitched noise",2.13,1.80
1458,"high-pitched cat,high-pitched phone",1.27,1.20
1459,"high-pitched cat,high-pitched roar",2.07,1.80
1460,"high-pitched cat,high-pitched scream",2.13,2.07
1461,"high-pitched cat,high-pitched train",1.27,1.27
1462,"high-pitched cat,high-pitched woman",1.80,1.93
1463,"high-pitched ding,high-pitched alarm",3.20,3.20
1464,"high-pitched ding,high-pitched bell",3.73,3.87
1465,"high-pitched ding,high-pitched door",1.80,1.40
1466,"high-pitched ding,high-pitched noise",3.20,3.47
1467,"high-pitched ding,high-pitched phone",2.07,2.33
1468,"high-pitched ding,high-pitched roar",1.67,1.73
1469,"high-pitched ding,high-pitched woman",1.40,1.27
1470,"high-pitched laser,high-pitched alarm",1.53,1.21
1471,"high-pitched laser,high-pitched bell",1.53,1.21
1472,"high-pitched laser,high-pitched ding",1.20,1.29
1473,"high-pitched laser,high-pitched door",1.27,1.07
1474,"high-pitched laser,high-pitched noise",1.60,1.57
1475,"high-pitched laser,high-pitched phone",1.27,1.14
1476,"high-pitched laser,high-pitched roar",1.13,1.00
1477,"high-pitched laser,high-pitched woman",1.27,1.00
1478,"high-pitched noise,high-pitched bell",3.07,3.00
1479,"high-pitched noise,high-pitched door",1.73,1.60
1480,"high-pitched noise,high-pitched woman",2.20,1.93
1481,"high-pitched phone,high-pitched alarm",2.73,2.80
1482,"high-pitched phone,high-pitched bell",2.27,2.47
1483,"high-pitched phone,high-pitched door",1.33,1.13
1484,"high-pitched phone,high-pitched noise",2.40,2.80
1485,"high-pitched phone,high-pitched woman",1.33,1.27
1486,"high-pitched radio,high-pitched alarm",2.33,2.47
1487,"high-pitched radio,high-pitched bell",1.60,1.53
1488,"high-pitched radio,high-pitched cat",1.40,1.33
1489,"high-pitched radio,high-pitched ding",1.53,1.80
1490,"high-pitched radio,high-pitched door",1.40,1.20
1491,"high-pitched radio,high-pitched laser",1.27,1.53
1492,"high-pitched radio,high-pitched noise",2.67,2.93
1493,"high-pitched radio,high-pitched phone",2.27,2.13
1494,"high-pitched radio,high-pitched roar",1.47,1.40
1495,"high-pitched radio,high-pitched scream",1.53,1.40
1496,"high-pitched radio,high-pitched train",1.53,1.60
1497,"high-pitched radio,high-pitched woman",1.60,1.60
1498,"high-pitched roar,high-pitched alarm",2.00,2.00
1499,"high-pitched roar,high-pitched bell",1.67,1.80
1500,"high-pitched roar,high-pitched door",1.27,1.13
1501,"high-pitched roar,high-pitched noise",3.13,3.33
1502,"high-pitched roar,high-pitched phone",1.20,1.13
1503,"high-pitched roar,high-pitched woman",1.87,1.73
1504,"high-pitched scream,high-pitched alarm",2.27,1.93
1505,"high-pitched scream,high-pitched bell",1.87,2.47
1506,"high-pitched scream,high-pitched ding",1.53,1.33
1507,"high-pitched scream,high-pitched door",1.40,1.40
1508,"high-pitched scream,high-pitched laser",1.13,1.33
1509,"high-pitched scream,high-pitched noise",3.27,3.40
1510,"high-pitched scream,high-pitched phone",1.40,1.33
1511,"high-pitched scream,high-pitched roar",3.40,3.33
1512,"high-pitched scream,high-pitched train",1.67,1.53
1513,"high-pitched scream,high-pitched woman",2.67,2.80
1514,"high-pitched train,high-pitched alarm",1.53,1.53
1515,"high-pitched train,high-pitched bell",1.93,1.67
1516,"high-pitched train,high-pitched ding",1.33,1.47
1517,"high-pitched train,high-pitched door",1.33,1.07
1518,"high-pitched train,high-pitched laser",1.13,1.27
1519,"high-pitched train,high-pitched noise",2.47,2.47
1520,"high-pitched train,high-pitched phone",1.20,1.33
1521,"high-pitched train,high-pitched roar",1.47,1.80
1522,"high-pitched train,high-pitched woman",1.40,1.07
1523,"high-pitched whistle,high-pitched alarm",2.40,2.93
1524,"high-pitched whistle,high-pitched bell",2.53,2.33
1525,"high-pitched whistle,high-pitched car",1.47,1.40
1526,"high-pitched whistle,high-pitched cat",1.20,1.40
1527,"high-pitched whistle,high-pitched ding",1.80,1.80
1528,"high-pitched whistle,high-pitched door",1.27,1.33
1529,"high-pitched whistle,high-pitched laser",1.33,1.27
1530,"high-pitched whistle,high-pitched noise",3.13,3.27
1531,"high-pitched whistle,high-pitched phone",1.53,1.53
1532,"high-pitched whistle,high-pitched radio",1.47,1.47
1533,"high-pitched whistle,high-pitched roar",1.73,1.67
1534,"high-pitched whistle,high-pitched scream",1.73,1.87
1535,"high-pitched whistle,high-pitched train",2.27,2.13
1536,"high-pitched whistle,high-pitched woman",1.47,1.27
1537,"high-pitched wind,high-pitched alarm",1.27,1.14
1538,"high-pitched wind,high-pitched bell",1.47,1.40
1539,"high-pitched wind,high-pitched car",1.40,1.33
1540,"high-pitched wind,high-pitched cat",1.47,1.14
1541,"high-pitched wind,high-pitched ding",1.33,1.29
1542,"high-pitched wind,high-pitched door",1.20,1.13
1543,"high-pitched wind,high-pitched laser",1.27,1.14
1544,"high-pitched wind,high-pitched noise",1.93,2.43
1545,"high-pitched wind,high-pitched phone",1.20,1.00
1546,"high-pitched wind,high-pitched radio",1.47,1.21
1547,"high-pitched wind,high-pitched roar",2.07,1.64
1548,"high-pitched wind,high-pitched scream",1.67,1.57
1549,"high-pitched wind,high-pitched train",1.47,1.29
1550,"high-pitched wind,high-pitched whistle",2.47,2.47
1551,"high-pitched wind,high-pitched woman",1.27,1.13
1552,"high-pitched woman,high-pitched door",1.27,1.13
1553,"human baby,human burp",1.93,1.60
1554,"human baby,human laugh",2.33,2.07
1555,"human baby,human whisper",1.87,1.73
1556,"human breath,human baby",1.53,1.60
1557,"human breath,human breath",5.00,5.00
1558,"human breath,human burp",2.87,2.40
1559,"human breath,human cough",2.73,2.13
1560,"human breath,human fart",2.20,1.73
1561,"human breath,human footstep",1.53,1.33
1562,"human breath,human growl",2.27,1.87
1563,"human breath,human grunt",2.87,2.07
1564,"human breath,human laugh",2.67,2.13
1565,"human breath,human laughter",2.73,2.27
1566,"human breath,human noise",2.93,2.33
1567,"human breath,human nose",2.27,2.07
1568,"human breath,human scream",2.33,1.80
1569,"human breath,human vocal",2.53,2.20
1570,"human breath,human voice",2.80,1.93
1571,"human breath,human walking",1.53,1.13
1572,"human breath,human whisper",3.07,3.07
1573,"human burp,human laugh",2.27,2.40
1574,"human burp,human whisper",2.07,2.40
1575,"human cough,human baby",1.60,1.27
1576,"human cough,human burp",2.93,2.73
1577,"human cough,human fart",2.27,1.53
1578,"human cough,human footstep",1.40,1.13
1579,"human cough,human growl",2.60,1.93
1580,"human cough,human laugh",2.73,2.20
1581,"human cough,human laughter",2.40,2.07
1582,"human cough,human noise",3.27,2.93
1583,"human cough,human voice",2.47,2.27
1584,"human cough,human whisper",2.47,1.87
1585,"human fart,human baby",1.73,1.33
1586,"human fart,human burp",3.00,2.73
1587,"human fart,human laugh",2.00,1.47
1588,"human fart,human noise",3.07,2.80
1589,"human fart,human whisper",2.00,1.53
1590,"human footstep,human baby",1.40,1.27
1591,"human footstep,human burp",1.40,1.27
1592,"human footstep,human fart",1.33,1.27
1593,"human footstep,human laugh",1.40,1.20
1594,"human footstep,human noise",2.67,2.40
1595,"human footstep,human whisper",1.47,1.40
1596,"human growl,human baby",1.80,1.27
1597,"human growl,human burp",2.13,1.93
1598,"human growl,human fart",1.80,1.53
1599,"human growl,human footstep",1.53,1.20
1600,"human growl,human laugh",2.33,1.87
1601,"human growl,human laughter",2.67,2.27
1602,"human growl,human noise",3.33,3.00
1603,"human growl,human whisper",2.20,1.80
1604,"human grunt,human baby",1.47,1.60
1605,"human grunt,human burp",2.87,2.53
1606,"human grunt,human cough",3.00,2.80
1607,"human grunt,human fart",2.00,1.73
1608,"human grunt,human footstep",1.40,1.20
1609,"human grunt,human growl",4.27,3.93
1610,"human grunt,human grunt",5.00,5.00
1611,"human grunt,human laugh",2.80,2.33
1612,"human grunt,human laughter",3.00,2.33
1613,"human grunt,human noise",3.80,3.33
1614,"human grunt,human vocal",3.86,3.27
1615,"human grunt,human voice",3.33,3.07
1616,"human grunt,human walking",1.36,1.20
1617,"human grunt,human whisper",2.67,2.20
1618,"human laughter,human baby",2.13,2.07
1619,"human laughter,human burp",1.93,2.00
1620,"human laughter,human fart",1.47,1.60
1621,"human laughter,human footstep",1.20,1.27
1622,"human laughter,human laugh",5.00,5.00
1623,"human laughter,human noise",3.40,3.40
1624,"human laughter,human whisper",2.13,2.27
1625,"human noise,human baby",2.40,2.07
1626,"human noise,human burp",2.80,2.40
1627,"human noise,human laugh",3.20,3.13
1628,"human noise,human whisper",2.73,2.87
1629,"human nose,human baby",2.07,1.40
1630,"human nose,human burp",1.57,1.07
1631,"human nose,human cough",1.47,1.40
1632,"human nose,human fart",1.71,1.27
1633,"human nose,human footstep",1.57,1.07
1634,"human nose,human growl",1.40,1.20
1635,"human nose,human grunt",1.40,1.47
1636,"human nose,human laugh",1.36,1.13
1637,"human nose,human laughter",1.40,1.13
1638,"human nose,human noise",1.57,1.40
1639,"human nose,human vocal",1.47,1.20
1640,"human nose,human voice",1.60,1.20
1641,"human nose,human walking",1.27,1.13
1642,"human nose,human whisper",1.36,1.27
1643,"human scream,human baby",1.73,2.07
1644,"human scream,human burp",2.40,1.80
1645,"human scream,human cough",2.60,1.87
1646,"human scream,human fart",1.73,1.33
1647,"human scream,human footstep",1.40,1.20
1648,"human scream,human growl",3.53,3.07
1649,"human scream,human grunt",3.13,3.00
1650,"human scream,human laugh",2.73,2.40
1651,"human scream,human laughter",2.93,2.33
1652,"human scream,human noise",3.53,3.33
1653,"human scream,human nose",1.47,1.33
1654,"human scream,human scream",5.00,5.00
1655,"human scream,human vocal",4.47,3.73
1656,"human scream,human voice",3.87,3.40
1657,"human scream,human walking",1.47,1.20
1658,"human scream,human whisper",2.33,1.93
1659,"human vocal,human baby",1.73,1.80
1660,"human vocal,human burp",2.67,2.27
1661,"human vocal,human cough",2.87,2.53
1662,"human vocal,human fart",2.07,1.40
1663,"human vocal,human footstep",1.67,1.27
1664,"human vocal,human growl",3.67,3.13
1665,"human vocal,human laugh",3.33,3.27
1666,"human vocal,human laughter",3.40,2.93
1667,"human vocal,human noise",3.60,3.20
1668,"human vocal,human vocal",5.00,5.00
1669,"human vocal,human voice",4.93,4.93
1670,"human vocal,human walking",1.60,1.20
1671,"human vocal,human whisper",3.53,3.13
1672,"human voice,human baby",2.13,2.07
1673,"human voice,human burp",2.20,1.80
1674,"human voice,human fart",1.60,1.33
1675,"human voice,human footstep",1.60,1.20
1676,"human voice,human growl",2.87,2.73
1677,"human voice,human laugh",3.07,3.33
1678,"human voice,human laughter",3.00,2.93
1679,"human voice,human noise",3.00,3.67
1680,"human voice,human whisper",3.73,3.33
1681,"human walking,human baby",1.53,1.13
1682,"human walking,human burp",1.47,1.20
1683,"human walking,human cough",1.53,1.07
1684,"human walking,human fart",1.60,1.13
1685,"human walking,human footstep",4.13,4.47
1686,"human walking,human growl",1.67,1.07
1687,"human walking,human laugh",1.33,1.13
1688,"human walking,human laughter",1.60,1.07
1689,"human walking,human noise",2.07,1.60
1690,"human walking,human voice",1.60,1.13
1691,"human walking,human whisper",1.40,1.27
1692,"human whisper,human laugh",2.13,2.33
1693,"industrial ambience,industrial ambience",5.00,5.00
1694,"industrial ambience,industrial buzz",2.47,2.40
1695,"industrial ambience,industrial engine",1.40,2.00
1696,"industrial ambience,industrial generator",1.53,1.87
1697,"industrial ambience,industrial hum",2.53,2.53
1698,"industrial ambience,industrial machine",1.33,2.27
1699,"industrial ambience,industrial machinery",1.80,1.93
1700,"industrial ambience,industrial motor",1.33,1.87
1701,"industrial ambience,industrial resonance",3.27,3.00
1702,"industrial bass,industrial beat",2.53,2.67
1703,"industrial buzz,industrial engine",2.20,2.00
1704,"industrial buzz,industrial hum",3.73,3.43
1705,"industrial buzz,industrial machinery",2.00,2.00
1706,"industrial compressor,industrial ambience",1.67,1.71
1707,"industrial compressor,industrial buzz",1.60,1.71
1708,"industrial compressor,industrial drone",1.60,1.86
1709,"industrial compressor,industrial engine",3.67,3.07
1710,"industrial compressor,industrial generator",3.53,3.14
1711,"industrial compressor,industrial hammer",1.93,2.00
1712,"industrial compressor,industrial hum",1.73,1.64
1713,"industrial compressor,industrial machine",4.20,3.50
1714,"industrial compressor,industrial machinery",4.20,3.86
1715,"industrial compressor,industrial motor",3.47,3.29
1716,"industrial compressor,industrial noise",2.07,2.21
1717,"industrial compressor,industrial resonance",1.93,1.71
1718,"industrial compressor,industrial vacuum",2.73,2.43
1719,"industrial drone,industrial ambience",1.93,1.86
1720,"industrial drone,industrial buzz",1.93,2.43
1721,"industrial drone,industrial engine",2.53,2.43
1722,"industrial drone,industrial generator",2.00,1.71
1723,"industrial drone,industrial hammer",1.60,1.57
1724,"industrial drone,industrial hum",2.27,2.43
1725,"industrial drone,industrial machine",3.07,2.93
1726,"industrial drone,industrial machinery",3.00,2.71
1727,"industrial drone,industrial motor",2.27,2.29
1728,"industrial drone,industrial noise",2.07,2.43
1729,"industrial drone,industrial resonance",2.07,2.14
1730,"industrial drone,industrial vacuum",1.73,1.79
1731,"industrial drum,industrial bass",2.27,2.40
1732,"industrial drum,industrial beat",3.13,3.67
1733,"industrial engine,industrial hum",2.33,1.93
1734,"industrial engine,industrial machinery",4.47,3.93
1735,"industrial generator,industrial buzz",1.93,2.14
1736,"industrial generator,industrial engine",4.33,4.00
1737,"industrial generator,industrial generator",5.00,4.86
1738,"industrial generator,industrial hum",1.93,2.36
1739,"industrial generator,industrial machine",4.47,4.29
1740,"industrial generator,industrial machinery",4.40,4.21
1741,"industrial generator,industrial motor",4.20,3.86
1742,"industrial hammer,industrial ambience",1.47,1.50
1743,"industrial hammer,industrial buzz",1.60,1.57
1744,"industrial hammer,industrial engine",2.13,2.00
1745,"industrial hammer,industrial generator",1.93,1.71
1746,"industrial hammer,industrial hum",1.53,1.57
1747,"industrial hammer,industrial machine",2.33,2.29
1748,"industrial hammer,industrial machinery",2.67,2.86
1749,"industrial hammer,industrial motor",2.00,2.00
1750,"industrial hammer,industrial noise",2.00,2.14
1751,"industrial hammer,industrial resonance",1.67,1.43
1752,"industrial hammer,industrial vacuum",2.13,2.07
1753,"industrial hum,industrial machinery",2.27,2.21
1754,"industrial machine,industrial buzz",1.80,2.50
1755,"industrial machine,industrial engine",4.20,4.00
1756,"industrial machine,industrial hum",2.07,1.71
1757,"industrial machine,industrial machine",5.00,5.00
1758,"industrial machine,industrial machinery",4.93,4.93
1759,"industrial motor,industrial buzz",1.73,2.50
1760,"industrial motor,industrial engine",4.73,4.36
1761,"industrial motor,industrial hum",1.87,2.50
1762,"industrial motor,industrial machine",4.33,4.07
1763,"industrial motor,industrial machinery",4.33,3.93
1764,"industrial noise,industrial ambience",2.40,2.20
1765,"industrial noise,industrial buzz",3.67,3.40
1766,"industrial noise,industrial engine",2.27,2.93
1767,"industrial noise,industrial generator",2.27,2.47
1768,"industrial noise,industrial hum",3.53,3.27
1769,"industrial noise,industrial machine",2.20,2.60
1770,"industrial noise,industrial machinery",1.93,2.80
1771,"industrial noise,industrial motor",2.20,2.67
1772,"industrial noise,industrial resonance",3.00,2.53
1773,"industrial resonance,industrial buzz",3.20,2.64
1774,"industrial resonance,industrial engine",1.80,1.93
1775,"industrial resonance,industrial generator",1.67,2.00
1776,"industrial resonance,industrial hum",3.40,2.43
1777,"industrial resonance,industrial machine",1.73,1.93
1778,"industrial resonance,industrial machinery",1.87,2.00
1779,"industrial resonance,industrial motor",1.73,1.93
1780,"industrial vacuum,industrial ambience",1.67,1.57
1781,"industrial vacuum,industrial buzz",1.80,2.07
1782,"industrial vacuum,industrial engine",2.47,2.60
1783,"industrial vacuum,industrial generator",2.73,2.79
1784,"industrial vacuum,industrial hum",1.93,1.93
1785,"industrial vacuum,industrial machine",3.73,3.71
1786,"industrial vacuum,industrial machinery",3.53,3.27
1787,"industrial vacuum,industrial motor",3.07,3.00
1788,"industrial vacuum,industrial noise",1.87,2.21
1789,"industrial vacuum,industrial resonance",1.73,1.64
1790,"instrumental beat,instrumental drum",3.64,3.71
1791,"instrumental beat,instrumental flute",1.57,1.64
1792,"instrumental beat,instrumental guitar",1.36,1.71
1793,"instrumental beat,instrumental loop",2.00,1.93
1794,"instrumental beat,instrumental orchestra",2.00,2.00
1795,"instrumental chime,instrumental beat",2.29,2.40
1796,"instrumental chime,instrumental chord",2.71,1.80
1797,"instrumental chime,instrumental chorus",2.00,2.13
1798,"instrumental chime,instrumental clarinet",1.79,1.80
1799,"instrumental chime,instrumental drum",1.57,1.73
1800,"instrumental chime,instrumental flute",2.00,1.60
1801,"instrumental chime,instrumental guitar",1.64,1.53
1802,"instrumental chime,instrumental loop",1.43,1.53
1803,"instrumental chime,instrumental melody",2.93,2.73
1804,"instrumental chime,instrumental music",2.71,3.20
1805,"instrumental chime,instrumental orchestra",2.00,1.87
1806,"instrumental chime,instrumental organ",1.79,1.73
1807,"instrumental chime,instrumental piano",1.57,1.67
1808,"instrumental chime,instrumental song",2.36,2.27
1809,"instrumental chime,instrumental tune",2.50,2.60
1810,"instrumental chord,instrumental beat",2.67,2.13
1811,"instrumental chord,instrumental chorus",3.14,2.86
1812,"instrumental chord,instrumental drum",1.53,1.47
1813,"instrumental chord,instrumental flute",1.40,1.40
1814,"instrumental chord,instrumental guitar",2.40,2.67
1815,"instrumental chord,instrumental loop",1.73,1.80
1816,"instrumental chord,instrumental orchestra",1.80,1.87
1817,"instrumental chord,instrumental song",2.86,3.00
1818,"instrumental chord,instrumental tune",3.33,3.20
1819,"instrumental chorus,instrumental beat",2.67,2.47
1820,"instrumental chorus,instrumental drum",1.53,1.93
1821,"instrumental chorus,instrumental flute",2.14,2.14
1822,"instrumental chorus,instrumental guitar",1.67,1.87
1823,"instrumental chorus,instrumental loop",2.14,1.93
1824,"instrumental chorus,instrumental orchestra",2.00,2.40
1825,"instrumental chorus,instrumental tune",2.87,2.93
1826,"instrumental clarinet,instrumental beat",2.21,2.00
1827,"instrumental clarinet,instrumental chord",2.14,1.79
1828,"instrumental clarinet,instrumental chorus",2.14,2.07
1829,"instrumental clarinet,instrumental drum",1.29,1.36
1830,"instrumental clarinet,instrumental flute",2.71,3.29
1831,"instrumental clarinet,instrumental guitar",1.64,1.50
1832,"instrumental clarinet,instrumental loop",1.57,1.64
1833,"instrumental clarinet,instrumental melody",2.57,2.40
1834,"instrumental clarinet,instrumental music",3.00,2.93
1835,"instrumental clarinet,instrumental orchestra",2.43,2.36
1836,"instrumental clarinet,instrumental organ",1.86,2.00
1837,"instrumental clarinet,instrumental piano",1.71,1.67
1838,"instrumental clarinet,instrumental song",2.79,2.86
1839,"instrumental clarinet,instrumental tune",3.00,2.79
1840,"instrumental drum,instrumental flute",1.50,1.36
1841,"instrumental drum,instrumental guitar",1.43,1.36
1842,"instrumental drum,instrumental loop",1.43,1.64
1843,"instrumental drum,instrumental orchestra",1.79,2.07
1844,"instrumental flute,instrumental loop",1.27,1.73
1845,"instrumental guitar,instrumental flute",1.43,1.57
1846,"instrumental guitar,instrumental guitar",5.00,5.00
1847,"instrumental guitar,instrumental loop",1.43,1.64
1848,"instrumental guitar,instrumental orchestra",1.43,1.50
1849,"instrumental melody,instrumental beat",2.87,2.93
1850,"instrumental melody,instrumental chord",2.93,2.80
1851,"instrumental melody,instrumental chorus",3.33,3.67
1852,"instrumental melody,instrumental drum",2.13,1.73
1853,"instrumental melody,instrumental flute",2.07,2.20
1854,"instrumental melody,instrumental guitar",2.33,2.27
1855,"instrumental melody,instrumental loop",1.93,2.20
1856,"instrumental melody,instrumental music",4.40,4.53
1857,"instrumental melody,instrumental orchestra",2.40,2.33
1858,"instrumental melody,instrumental organ",2.53,2.33
1859,"instrumental melody,instrumental song",4.13,4.27
1860,"instrumental melody,instrumental tune",4.27,4.33
1861,"instrumental music,instrumental beat",3.71,3.29
1862,"instrumental music,instrumental chord",2.87,3.27
1863,"instrumental music,instrumental chorus",3.64,3.57
1864,"instrumental music,instrumental drum",2.57,2.64
